0;0;13787
1;0;13751
2;0;13751
3;0;13754
4;0;13781
5;0;13781
6;0;13810
7;0;13810
8;0;13810
9;0;13810
10;0;13810
11;0;13810
12;0;13810
13;0;13810
14;0;13810
15;0;13810
16;0;13810
17;0;13746
18;0;13782
19;0;13769
20;0;13769
21;0;13799
22;0;13740
23;0;13751
24;0;13782
25;0;13767
26;0;13738
27;0;13739
28;0;13779
29;0;13762
30;0;13755
31;0;13786
32;0;13786
33;0;13786
34;0;13786
35;0;13786
36;0;13668
37;0;13709
38;0;13678
39;0;13712
40;0;13712
41;0;13706
42;0;13706
43;0;13683
44;0;13683
45;0;13702
46;0;13702
47;0;13688
48;0;13716
49;0;13716
50;0;13700
51;0;13685
52;0;13717
53;0;13717
54;0;13717
55;0;13717
56;0;13731
57;0;13675
58;0;13688
59;0;13688
60;0;13688
61;0;13688
62;0;13717
63;0;13717
64;0;13717
65;0;13700
66;0;13684
67;0;13729
68;0;13729
69;0;13729
70;0;13729
71;0;13729
72;0;13729
73;0;13729
74;0;13729
75;0;13729
76;0;13729
77;0;13729
78;0;13729
79;0;13729
80;0;13729
81;0;13729
82;0;13729
83;0;13729
84;0;13729
85;0;13729
86;0;13729
87;0;13729
88;0;13729
89;0;13729
90;0;13729
91;0;13729
92;0;13729
93;0;13729
94;0;13726
95;0;13726
96;0;13726
97;0;13726
98;0;13726
99;0;13726
100;0;13780
101;0;13796
102;0;13796
103;0;13796
104;0;13796
105;0;13796
106;0;13796
107;0;13796
108;0;13796
109;0;13796
110;0;13796
111;0;13796
112;0;13796
113;0;13796
114;0;13796
115;0;13796
116;0;13796
117;0;13796
118;0;13796
119;0;13796
120;0;13796
121;0;13796
122;0;13796
123;0;13796
124;0;13796
125;0;13796
126;0;13796
127;0;13796
128;0;13796
129;0;13796
130;0;13796
131;0;13796
132;0;13796
133;0;13796
134;0;13796
135;0;13796
136;0;13796
137;0;13796
138;0;13796
139;0;13796
140;0;13796
141;0;13796
142;0;13796
143;0;13796
144;0;13796
145;0;13796
146;0;13796
147;0;13796
148;0;13796
149;0;13796
150;0;13796
151;0;13796
152;0;13796
153;0;13796
154;0;13796
155;0;13796
156;0;13796
157;0;13796
158;0;13796
159;0;13796
160;0;13796
161;0;13796
162;0;13796
163;0;13796
164;0;13796
165;0;13796
166;0;13796
167;0;13796
168;0;13796
169;0;13796
170;0;13796
171;0;13796
172;0;13796
173;0;13732
174;0;13778
175;0;13778
176;0;13746
177;0;13746
178;0;13798
179;0;13798
180;0;13798
181;0;13798
182;0;13798
183;0;13798
184;0;13798
185;0;13798
186;0;13798
187;0;13798
188;0;13798
189;0;13798
190;0;13798
191;0;13798
192;0;13798
193;0;13798
194;0;13798
195;0;13798
196;0;13798
197;0;13798
198;0;13821
199;0;13762
199;1;13647
198;1;13647
197;1;13676
196;1;13676
195;1;13678
194;1;13712
193;1;13712
192;1;13712
191;1;13667
190;1;13667
189;1;13719
188;1;13669
187;1;13669
186;1;13669
185;1;13669
184;1;13711
183;1;13711
182;1;13719
181;1;13669
180;1;13669
179;1;13711
178;1;13668
177;1;13668
176;1;13715
175;1;13718
174;1;13733
173;1;13678
172;1;13701
171;1;13701
170;1;13701
169;1;13701
168;1;13701
167;1;13701
166;1;13701
165;1;13701
164;1;13701
163;1;13701
162;1;13701
161;1;13701
160;1;13701
159;1;13701
158;1;13701
157;1;13701
156;1;13701
155;1;13701
154;1;13701
153;1;13701
152;1;13689
151;1;13595
150;1;13595
149;1;13612
148;1;13626
147;1;13626
146;1;13626
145;1;13626
144;1;13626
143;1;13626
142;1;13626
141;1;13626
140;1;13626
139;1;13626
138;1;13626
137;1;13626
136;1;13626
135;1;13599
134;1;13620
133;1;13620
132;1;13620
131;1;13620
130;1;13632
129;1;13622
128;1;13622
127;1;13622
126;1;13622
125;1;13622
124;1;13636
123;1;13636
122;1;13636
121;1;13636
120;1;13636
119;1;13636
118;1;13636
117;1;13636
116;1;13636
115;1;13636
114;1;13636
113;1;13636
112;1;13636
111;1;13636
110;1;13636
109;1;13636
108;1;13636
107;1;13636
106;1;13636
105;1;13636
104;1;13636
103;1;13636
102;1;13636
101;1;13636
100;1;13636
99;1;13757
98;1;13727
97;1;13729
96;1;13732
95;1;13726
94;1;13726
93;1;13647
92;1;13647
91;1;13726
90;1;13727
89;1;13727
88;1;13733
87;1;13665
86;1;13665
85;1;13672
84;1;13692
83;1;13624
82;1;13624
81;1;13624
80;1;13644
79;1;13632
78;1;13546
77;1;39452
76;1;13625
75;1;13625
74;1;13625
73;1;13625
72;1;13625
71;1;13642
70;1;13642
69;1;13642
68;1;13642
67;1;13642
66;1;13642
65;1;13642
64;1;13642
63;1;13642
62;1;13642
61;1;13642
60;1;13642
59;1;13642
58;1;13642
57;1;13642
56;1;13642
55;1;13642
54;1;13642
53;1;13642
52;1;13642
51;1;13642
50;1;13642
49;1;13642
48;1;13642
47;1;13642
46;1;13642
45;1;13642
44;1;13642
43;1;13642
42;1;13642
41;1;13642
40;1;13642
39;1;13642
38;1;13642
37;1;13642
36;1;13642
35;1;13642
34;1;13642
33;1;13642
32;1;13642
31;1;13642
30;1;13642
29;1;13642
28;1;13642
27;1;13642
26;1;13642
25;1;13642
24;1;13642
23;1;13642
22;1;13642
21;1;13642
20;1;13642
19;1;13642
18;1;13642
17;1;13642
16;1;13642
15;1;13642
14;1;13642
13;1;13642
12;1;13642
11;1;13642
10;1;13642
9;1;13642
8;1;13642
7;1;13642
6;1;13642
5;1;13642
4;1;13642
3;1;13642
2;1;13642
1;1;13642
0;1;13642
0;2;13666
1;2;13687
2;2;13687
3;2;13687
4;2;13687
5;2;13687
6;2;13687
7;2;13687
8;2;13632
9;2;13678
10;2;13678
11;2;13698
12;2;13698
13;2;13698
14;2;13698
15;2;13698
16;2;13698
17;2;13698
18;2;13698
19;2;13698
20;2;13698
21;2;13698
22;2;13698
23;2;13698
24;2;13698
25;2;13698
26;2;13698
27;2;13698
28;2;13698
29;2;13698
30;2;13698
31;2;13698
32;2;13698
33;2;13698
34;2;13698
35;2;13698
36;2;13698
37;2;13698
38;2;13698
39;2;13698
40;2;13698
41;2;13698
42;2;13698
43;2;13698
44;2;13698
45;2;13698
46;2;13698
47;2;13698
48;2;13698
49;2;13698
50;2;13698
51;2;13698
52;2;13698
53;2;13698
54;2;13698
55;2;13698
56;2;13698
57;2;13698
58;2;13698
59;2;13698
60;2;13698
61;2;13698
62;2;13698
63;2;13698
64;2;13698
65;2;13698
66;2;13698
67;2;13698
68;2;13698
69;2;13698
70;2;13698
71;2;13698
72;2;13698
73;2;13698
74;2;13698
75;2;13697
76;2;13697
77;2;13697
78;2;13697
79;2;13697
80;2;13697
81;2;13697
82;2;13697
83;2;13697
84;2;13697
85;2;13697
86;2;13697
87;2;13697
88;2;13697
89;2;13697
90;2;13697
91;2;13697
92;2;13697
93;2;13697
94;2;13697
95;2;13697
96;2;13697
97;2;13697
98;2;13697
99;2;13697
100;2;13720
101;2;13675
102;2;13661
103;2;13671
104;2;13691
105;2;13691
106;2;13691
107;2;13691
108;2;13691
109;2;13691
110;2;13691
111;2;13691
112;2;13691
113;2;13691
114;2;13691
115;2;13691
116;2;13691
117;2;13691
118;2;13691
119;2;13691
120;2;13691
121;2;13707
122;2;13707
123;2;13707
124;2;13707
125;2;13707
126;2;13707
127;2;13707
128;2;13707
129;2;13707
130;2;13707
131;2;13707
132;2;13707
133;2;13707
134;2;13707
135;2;13707
136;2;13707
137;2;13707
138;2;13707
139;2;13707
140;2;13707
141;2;13707
142;2;13707
143;2;13707
144;2;13707
145;2;13707
146;2;13707
147;2;13707
148;2;13707
149;2;13707
150;2;13707
151;2;13707
152;2;13707
153;2;13707
154;2;13707
155;2;13707
156;2;13707
157;2;13707
158;2;13707
159;2;13707
160;2;13707
161;2;13707
162;2;13707
163;2;13707
164;2;13707
165;2;13707
166;2;13707
167;2;13707
168;2;13707
169;2;13707
170;2;13707
171;2;13707
172;2;13707
173;2;13707
174;2;13707
175;2;13707
176;2;13707
177;2;13707
178;2;13707
179;2;13707
180;2;13707
181;2;13707
182;2;13707
183;2;13707
184;2;13707
185;2;13707
186;2;13707
187;2;13707
188;2;13707
189;2;13707
190;2;13707
191;2;13707
192;2;13663
193;2;13663
194;2;13676
195;2;13665
196;2;13690
197;2;13690
198;2;13690
199;2;13690
199;3;13690
198;3;13690
197;3;13690
196;3;13690
195;3;13690
194;3;13690
193;3;13690
192;3;13690
191;3;13690
190;3;13690
189;3;13690
188;3;13690
187;3;13690
186;3;13690
185;3;13690
184;3;13690
183;3;13690
182;3;13690
181;3;13690
180;3;13690
179;3;13690
178;3;13690
177;3;13690
176;3;13690
175;3;13690
174;3;13690
173;3;13644
172;3;13680
171;3;13649
170;3;13679
169;3;13657
168;3;13661
167;3;13634
166;3;13653
165;3;13673
164;3;13689
163;3;13689
162;3;13689
161;3;13689
160;3;13689
159;3;13689
158;3;13689
157;3;13689
156;3;13689
155;3;13689
154;3;13689
153;3;13689
152;3;13689
151;3;13689
150;3;13689
149;3;13689
148;3;13689
147;3;13689
146;3;13689
145;3;13689
144;3;13689
143;3;13689
142;3;13689
141;3;13689
140;3;13689
139;3;13689
138;3;13669
137;3;13673
136;3;13673
135;3;13708
134;3;13708
133;3;13708
132;3;13708
131;3;13708
130;3;13662
129;3;13713
128;3;13713
127;3;13668
126;3;13713
125;3;13676
124;3;13676
123;3;13709
122;3;13709
121;3;13709
120;3;13709
119;3;13709
118;3;13709
117;3;13709
116;3;13709
115;3;13630
114;3;13700
113;3;13700
112;3;13700
111;3;13700
110;3;13700
109;3;13700
108;3;13700
107;3;13700
106;3;13700
105;3;13700
104;3;13610
103;3;13629
102;3;13674
101;3;13648
100;3;13708
99;3;13702
98;3;13702
97;3;13702
96;3;13702
95;3;13702
94;3;13702
93;3;13702
92;3;13702
91;3;13799
90;3;13799
89;3;13799
88;3;13799
87;3;13799
86;3;13799
85;3;13799
84;3;13799
83;3;13799
82;3;13799
81;3;13799
80;3;13799
79;3;13799
78;3;13799
77;3;13799
76;3;13799
75;3;13799
74;3;13799
73;3;13799
72;3;13799
71;3;13799
70;3;13799
69;3;13799
68;3;13799
67;3;13799
66;3;13799
65;3;13799
64;3;13799
63;3;13799
62;3;13799
61;3;13799
60;3;13799
59;3;13799
58;3;13799
57;3;13799
56;3;13799
55;3;13799
54;3;13799
53;3;13799
52;3;13799
51;3;13799
50;3;13799
49;3;13799
48;3;13799
47;3;13799
46;3;13799
45;3;13799
44;3;13799
43;3;13799
42;3;13799
41;3;13799
40;3;13799
39;3;13799
38;3;13799
37;3;13799
36;3;13799
35;3;13799
34;3;13799
33;3;13799
32;3;13799
31;3;13799
30;3;13799
29;3;13799
28;3;13799
27;3;13799
26;3;13799
25;3;13799
24;3;13799
23;3;13799
22;3;13799
21;3;13799
20;3;13799
19;3;13799
18;3;13799
17;3;13799
16;3;13799
15;3;13799
14;3;13733
13;3;13770
12;3;13752
11;3;13772
10;3;13744
9;3;13744
8;3;13779
7;3;13779
6;3;13779
5;3;13724
4;3;13778
3;3;13769
2;3;13755
1;3;13784
